"repo","commit","insertion","deletion"
"varbvs","898","44795","18940"
"vardiag","5","1419","345"
"vardpoor","241","73440","44165"
"varian","26","5713","3670"
"varSelRF","24","4402","1211"
"VBTree","31","4910","22"
"vcfR","1315","80234","56027"
"vcov","16","1089","70"
"vctrs","576","32780","15875"
"vdiffr","266","12973","4132"
"veccompare","83","3960","1407"
"vegan","4647","155240","63545"
"vegan3d","206","2391","831"
"vegawidget","412","1247335","1167527"
"vegperiod","55","4370","1223"
"vegtable","160","8490","3609"
"vein","503","103301","62787"
"vembedr","112","10001","3480"
"vennLasso","107","38027","3586"
"vesselr","42","896","297"
"vetr","926","45401","19389"
"VetResearchLMM","4","8568","52"
"VICmodel","22","71991","32067"
"VIM","258","43580","29813"
"VineCopula","486","108417","36829"
"vinereg","86","10969","3388"
"vines","245","12968","8065"
"vip","189","45522","26500"
"viridis","112","12253","4266"
"virustotal","68","9440","1755"
"visdat","402","91807","14362"
"ViSiElse","13","4503","80"
"visNetwork","579","107489","21494"
"visreg","155","23110","4645"
"vistime","230","6482","2753"
"vistributions","50","10005","3050"
"visualize","14","4183","1120"
"vitae","170","25581","2146"
"vkR","272","98312","3146"
"voronoiTreemap","104","9093","4978"
"vortexR","256","63578","46201"
"vortexRdata","44","27640","10373"
"voteogram","23","4606","401"
"voxel","43","6564","893"
"vpc","384","5241735","99414"
"vstsr","42","1891","259"
"VSURF","107","7770","3425"
"vtreat","852","226069","113137"
"waffle","84","6461","2290"
"wakefield","168","28494","17152"
"walker","133","52075","39973"
"walmartAPI","15","1553","251"
"walrus","11","5016","789"
"water","497","18555","7240"
"waterfall","94","4020","2009"
"WaterML","95","6402","1611"
"waterquality","175","25138","7469"
"Wats","214","295059","34725"
"waver","39","1570","666"
"wbstats","80","7572","1682"
"WDI","47","2231","609"
"wdm","57","43778","4035"
"wdman","171","7955","1732"
"wdpar","115","16435","10244"
"weathercan","424","242775","97390"
"weathermetrics","184","8410","2337"
"webchem","673","17383","7865"
"webddx","33","350","28"
"webdriver","184","6052","1686"
"WebGestaltR","198","39240","8594"
"webglobe","77","8628","748"
"webmockr","227","13584","2726"
"webp","46","600","104"
"webr","69","14415","6393"
"webreadr","77","4322","1943"
"websearchr","82","5506","497"
"webshot","211","16344","1910"
"webTRISr","21","1861","879"
"webuse","32","413","91"
"weibullness","73","128","63"
"WeightIt","168","12190","6290"
"wellknown","187","19243","4957"
"wesanderson","126","2622","1803"
"wfindr","42","1771","355521"
"wheatmap","126","10825","5718"
"whisker","103","5775","1415"
"whoami","49","1376","395"
"wicket","47","3623","1196"
"widgetframe","44","542529","539998"
"widyr","63","3246","956"
"WikidataQueryServiceR","16","1274","475"
"WikidataR","57","2291","616"
"wikilake","70","5069","695"
"WikipediR","143","5670","2784"
"wikisourcer","53","3050","187"
"wikitaxa","93","41373","16898"
"wildcard","36","2349","628"
"wildlifeDI","21","5204","1294"
"windfarmGA","134","34724","23256"
"wiod","72","11795","1508"
"wiseR","223","20105","1945"
"withr","290","15859","10699"
"WMWssp","12","1028","21"
"wooldridge","339","354457","110715"
"wordbankr","99","3206","1823"
"wordcloud2","73","43356","40569"
"worldmet","124","4523","2970"
"worrms","90","14742","4813"
"wosr","150","16418","4851"
"wql","61","33921","14623"
"wrapr","854","144341","80807"
"wrassp","400","130702","80572"
"writexl","83","51100","1927"
"WriteXLS","54","199479","22329"
"wrswoR","679","19842","5376"
"wrswoR.benchmark","402","9402","2326"
"wru","191","11224","5285"
"wskm","28","4728","994"
"wsrf","85","8095","2278"
"wtss","175","5457","2483"
"WufooR","84","3969","2526"
"WVPlots","361","25387","7718"
"x.ent","34","74120","2299"
"x12","131","14943","6169"
"x3ptools","125","10371","2026"
"xaringan","256","8162","885"
"xergm","83","243","48"
"xergm.common","82","2963","1165"
"xfun","172","4280","827"
"xgboost","3620","343540","187438"
"XLConnect","357","36314","16107"
"XLConnectJars","16","420","166"
"xlsx","200","20496","9401"
"xltabr","205","12097","5123"
"xml2","589","42791","8236"
"XML2R","35","2595","1737"
"xmlparsedata","48","1280","299"
"xoi","118","15456","6301"
"xopen","20","1571","116"
"xplorerr","111","138359","89356"
"xptr","12","3016","224"
"xray","33","1301","345"
"xslt","45","2312","188"
"xspliner","96","23246","12453"
"xSub","21","1587","273"
"xtensor","2049","149792","55290"
"xtermStyle","12","2240","1092"
"xts","974","41202","15568"
"xxIRT","51","47294","29320"
"yaml","289","56173","35977"
"yardstick","291","47546","30197"
"yasp","62","5330","1756"
"yesno","36","3368","927"
"yhatr","173","9077","2428"
"yll","15","664","17"
"yorkr","59","15941","3219"
"ypr","208","32769","18344"
"yummlyr","49","2165","647"
"zbank","26","4705","2299"
"zeallot","156","8145","4993"
"zebu","24","4796","875"
"zeitgebr","535","108210","93330"
"zeligverse","13","797","240"
"zeroEQpart","7","1008","166"
"ZillowR","48","3192","299"
"ZIM","43","9002","723"
"zipfextR","42","10557","7270"
"zipR","39","1412","169"
"zonator","731","90539","11275"
"zooaRchGUI","61","47612","9419"
"zoocat","200","15065","7148"
"zoom","76","3951","587"
"zoomgrid","28","2393","94"
"zoon","769","52140","24569"
"zscorer","335","972195","2995"
"ztable","46","28325","20822"
